IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2022,true,,,,,,,,,,,,,4625.00,,,,,,4625,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2022,true,,,,,,,,,,,,,4653.00,,,,,,4653,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2022,true,,,,,,,,,,,,,4733.00,,,,,,4733,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2022,true,,,,,,,,,,,,,4799.00,,,,,,4799,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EUR,Europe,Country,ARM,Armenia,Year,2022,true,,,,,,,,,,,,,48.00,,,,,,48,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2022,true,,,,,,,,,,,,,480.00,,,,,,480,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2022,true,,,,,,,,,,,,,5.00,,,,,,5,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2022,true,,,,,,,,,,,,,5.00,,,,,,5,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EUR,Europe,Country,NOR,Norway,Year,2022,true,,,,,,,,,,,,,50.00,,,,,,50,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2022,true,,,,,,,,,,,,,515.00,,,,,,515,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,DZA,Algeria,Year,2022,true,,,,,,,,,,,,,5150.00,,,,,,5150,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2022,true,,,,,,,,,,,,,537.00,,,,,,537,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,AGO,Angola,Year,2022,true,,,,,,,,,,,,,5443.00,,,,,,5443,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,SUR,Suriname,Year,2022,true,,,,,,,,,,,,,56.00,,,,,,56,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,UGA,Uganda,Year,2022,true,,,,,,,,,,,,,5678.00,,,,,,5678,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,URY,Uruguay,Year,2022,true,,,,,,,,,,,,,57.00,,,,,,57,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,MEX,Mexico,Year,2022,true,,,,,,,,,,,,,5736.00,,,,,,5736,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2022,true,,,,,,,,,,,,,575.00,,,,,,575,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2022,true,,,,,,,,,,,,,5781.00,,,,,,5781,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2022,true,,,,,,,,,,,,,58.00,,,,,,58,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2022,true,,,,,,,,,,,,,584.00,,,,,,584,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2022,true,,,,,,,,,,,,,586.00,,,,,,586,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EUR,Europe,Country,GEO,Georgia,Year,2022,true,,,,,,,,,,,,,60.00,,,,,,60,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2022,true,,,,,,,,,,,,,6194.00,,,,,,6194,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,HND,Honduras,Year,2022,true,,,,,,,,,,,,,620.00,,,,,,620,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2022,true,,,,,,,,,,,,,66.00,,,,,,66,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,CAN,Canada,Year,2022,true,,,,,,,,,,,,,663.00,,,,,,663,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2022,true,,,,,,,,,,,,,6630.00,,,,,,6630,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2022,true,,,,,,,,,,,,,6780.00,,,,,,6780,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2022,true,,,,,,,,,,,,,68.00,,,,,,68,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,DMA,Dominica,Year,2022,true,,,,,,,,,,,,,7.00,,,,,,7,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,BDI,Burundi,Year,2022,true,,,,,,,,,,,,,7043.00,,,,,,7043,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2022,true,,,,,,,,,,,,,7103.00,,,,,,7103,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2022,true,,,,,,,,,,,,,7168.00,,,,,,7168,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,GUY,Guyana,Year,2022,true,,,,,,,,,,,,,73.00,,,,,,73,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2022,true,,,,,,,,,,,,,7313.00,,,,,,7313,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2022,true,,,,,,,,,,,,,7359.00,,,,,,7359,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2022,true,,,,,,,,,,,,,74.00,,,,,,74,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2022,true,,,,,,,,,,,,,782.00,,,,,,782,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2022,true,,,,,,,,,,,,,8.00,,,,,,8,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2022,true,,,,,,,,,,,,,80.00,,,,,,80,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,PER,Peru,Year,2022,true,,,,,,,,,,,,,814.00,,,,,,814,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2022,true,,,,,,,,,,,,,85.00,,,,,,85,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,ARG,Argentina,Year,2022,true,,,,,,,,,,,,,875.00,,,,,,875,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,LBR,Liberia,Year,2022,true,,,,,,,,,,,,,876.00,,,,,,876,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2022,true,,,,,,,,,,,,,8939.00,,,,,,8939,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2022,true,,,,,,,,,,,,,897.00,,,,,,897,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2022,true,,,,,,,,,,,,,9.00,,,,,,9,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2022,true,,,,,,,,,,,,,9.00,,,,,,9,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,COG,Congo,Year,2022,true,,,,,,,,,,,,,913.00,,,,,,913,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EUR,Europe,Country,SRB,Serbia,Year,2022,true,,,,,,,,,,,,,921.00,,,,,,921,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2022,true,,,,,,,,,,,,,940.00,,,,,,940,,,EN,2025-01-08 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2022,true,,,,,,,,,,,,,9708.00,,,,,,9708,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2022,true,,,,,,,,,,,,,971.00,,,,,,971,,,EN,2024-04-02 00:00:00
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2022,true,,,,,,,,,,,,,98.00,,,,,,98,,,EN,2025-01-08 00:00:00
